Customer ID,Age,Gender,Item Purchased,Category,"Purchase 
Amount (USD)",Location,Size,Color,Season,"Review 
Rating","Subscription 
Status","Payment 
Method","Shipping 
Type","Discount 
Applied","Promo Code
 Used","Previous
 Purchases","Preferred Payment
 Method","Frequency of
 Purchases","Previous Purchased 
Amount (USD)","Average 
Order Value (USD)","Total Sales 
Revenue Per Customer (USD)",Time spend on website  Minutes, clicks ,total number of impressions,Click-through rate (CTR),Website Traffic,"Conversion
 Rate %"
1619,63,Male,Sandals,Footwear,$72.00,Michigan,L,Purple,Summer,5,No,Venmo,Standard,Yes,Yes,39,Debit Card,Quarterly,$233.00,$7.63,$305.00,65,2,258,0.78%,169,1.18%
1620,57,Male,Handbag,Accessories,$78.00,Hawaii,L,Beige,Winter,3.5,No,Cash,Store Pickup,Yes,Yes,50,Venmo,Bi-Weekly,$398.00,$9.33,$476.00,83,2,301,0.66%,169,1.18%
1621,25,Male,Hat,Accessories,$47.00,Virginia,M,Charcoal,Winter,3.1,No,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Every 3 Months,$19.00,$2.36,$66.00,39,1,262,0.38%,23,4.35%
1622,68,Male,Scarf,Accessories,$46.00,Ohio,L,Gray,Summer,3.9,No,Venmo,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly,$363.00,$10.49,$409.00,94,0,224,0.00%,18,0.00%
1623,31,Male,Shorts,Clothing,$43.00,Missouri,S,Brown,Winter,4,No,PayPal,Store Pickup,Yes,Yes,37,Bank Transfer,Every 3 Months,$244.00,$7.55,$287.00,65,2,207,0.97%,48,4.17%
1624,64,Male,Backpack,Accessories,$58.00,Indiana,M,Cyan,Summer,3.5,No,Venmo,Next Day Air,Yes,Yes,50,Debit Card,Annually,$237.00,$5.78,$295.00,89,0,186,0.00%,153,0.00%
1625,38,Male,Sweater,Clothing,$32.00,Florida,M,White,Winter,3.6,No,Venmo,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months,$524.00,$13.56,$556.00,40,0,325,0.00%,173,0.00%
1626,34,Male,Skirt,Clothing,$45.00,Minnesota,L,Beige,Winter,3,No,PayPal,Next Day Air,Yes,Yes,3,PayPal,Bi-Weekly,$35.00,$20.00,$80.00,90,1,206,0.49%,97,1.03%
1627,32,Male,Sneakers,Footwear,$35.00,Nevada,L,Orange,Summer,2.6,No,Bank Transfer,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,$356.00,$8.50,$391.00,59,2,222,0.90%,187,1.07%
1628,69,Male,Sunglasses,Accessories,$21.00,Maine,M,Olive,Winter,2.9,No,Venmo,Next Day Air,Yes,Yes,8,Credit Card,Annually,$495.00,$57.33,$516.00,64,0,279,0.00%,82,0.00%
1629,45,Male,Dress,Clothing,$64.00,Massachusetts,S,Teal,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,7,Cash,Monthly,$321.00,$48.13,$385.00,64,1,251,0.40%,76,1.32%
1630,35,Male,Blouse,Clothing,$88.00,North Dakota,S,Silver,Spring,3.3,No,Credit Card,Next Day Air,Yes,Yes,13,Venmo,Quarterly,$309.00,$28.36,$397.00,91,1,228,0.44%,93,1.08%
1631,63,Male,Shoes,Footwear,$48.00,New Jersey,M,Gold,Summer,2.9,No,Debit Card,Store Pickup,Yes,Yes,29,Venmo,Every 3 Months,$591.00,$21.30,$639.00,28,2,192,1.04%,176,1.14%
1632,65,Male,Sweater,Clothing,$36.00,Indiana,L,Violet,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly,$92.00,$16.00,$128.00,51,2,321,0.62%,192,1.04%
1633,35,Male,Gloves,Accessories,$28.00,Oregon,S,White,Summer,4.7,No,PayPal,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months,$203.00,$4.53,$231.00,27,2,245,0.82%,47,4.26%
1634,54,Male,Socks,Clothing,$80.00,North Dakota,M,Peach,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly,$391.00,$13.85,$471.00,69,1,349,0.29%,119,0.84%
1635,28,Male,Coat,Outerwear,$23.00,South Carolina,S,Orange,Summer,3.6,No,Debit Card,Store Pickup,Yes,Yes,30,Cash,Every 3 Months,$577.00,$19.35,$600.00,93,2,320,0.63%,63,3.17%
1636,68,Male,Sunglasses,Accessories,$24.00,North Carolina,L,Violet,Summer,3.2,No,Cash,Standard,Yes,Yes,40,Cash,Annually,$65.00,$2.17,$89.00,65,1,321,0.31%,33,3.03%
1637,58,Male,Boots,Footwear,$22.00,North Dakota,L,Green,Fall,4,No,Credit Card,Free Shipping,Yes,Yes,49,Cash,Fortnightly,$565.00,$11.74,$587.00,68,2,329,0.61%,164,1.22%
1638,35,Male,Dress,Clothing,$21.00,Massachusetts,M,Peach,Spring,3.5,No,Bank Transfer,Next Day Air,Yes,Yes,32,Venmo,Fortnightly,$580.00,$18.21,$601.00,21,0,195,0.00%,119,0.00%
1639,68,Male,Jacket,Outerwear,$51.00,Tennessee,M,Black,Spring,4.6,No,PayPal,Free Shipping,Yes,Yes,18,Venmo,Weekly,$362.00,$21.74,$413.00,90,1,158,0.63%,174,0.57%
1640,41,Male,Gloves,Accessories,$65.00,Missouri,L,Blue,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,50,PayPal,Annually,$185.00,$4.90,$250.00,98,1,198,0.51%,191,0.52%
1641,65,Male,Scarf,Accessories,$51.00,Tennessee,S,Magenta,Spring,4,No,Debit Card,2-Day Shipping,Yes,Yes,13,PayPal,Weekly,$462.00,$36.64,$513.00,96,2,302,0.66%,167,1.20%
1642,50,Male,Hoodie,Clothing,$32.00,Colorado,L,Violet,Summer,3.4,No,Bank Transfer,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months,$125.00,$78.50,$157.00,22,0,329,0.00%,176,0.00%
1643,18,Male,Coat,Outerwear,$70.00,Mississippi,M,Beige,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,16,PayPal,Fortnightly,$355.00,$25.00,$425.00,41,0,155,0.00%,41,0.00%
1644,38,Male,Scarf,Accessories,$77.00,Ohio,L,Pink,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,6,PayPal,Monthly,$550.00,$89.57,$627.00,39,2,188,1.06%,195,1.03%
1645,68,Male,Coat,Outerwear,$90.00,North Carolina,S,Beige,Summer,3.9,No,PayPal,Next Day Air,Yes,Yes,21,Debit Card,Monthly,$557.00,$29.41,$647.00,80,2,327,0.61%,131,1.53%
1646,53,Male,Scarf,Accessories,$36.00,Ohio,L,Green,Summer,2.8,No,Bank Transfer,Standard,Yes,Yes,36,Venmo,Every 3 Months,$232.00,$7.24,$268.00,75,2,164,1.22%,129,1.55%
1647,58,Male,Handbag,Accessories,$77.00,Nebraska,S,Silver,Summer,3.7,No,Credit Card,Standard,Yes,Yes,20,Bank Transfer,Every 3 Months,$89.00,$7.90,$166.00,62,1,177,0.56%,157,0.64%
1648,34,Male,Boots,Footwear,$78.00,Hawaii,M,Purple,Summer,4.9,No,Credit Card,Store Pickup,Yes,Yes,8,Debit Card,Quarterly,$352.00,$47.78,$430.00,65,0,220,0.00%,20,0.00%
1649,36,Male,Pants,Clothing,$69.00,Oklahoma,M,Gray,Summer,2.6,No,Bank Transfer,Express,Yes,Yes,22,Credit Card,Monthly,$446.00,$22.39,$515.00,85,0,258,0.00%,130,0.00%
1650,58,Male,T-shirt,Clothing,$63.00,Wisconsin,M,White,Summer,4.9,No,PayPal,Free Shipping,Yes,Yes,3,Credit Card,Quarterly,$258.00,$80.25,$321.00,46,1,262,0.38%,61,1.64%
1651,60,Male,Scarf,Accessories,$36.00,Arkansas,M,Silver,Winter,3.4,No,Venmo,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly,$407.00,$9.43,$443.00,83,0,241,0.00%,121,0.00%
1652,59,Male,Coat,Outerwear,$80.00,Texas,M,Blue,Winter,3.9,No,Bank Transfer,Standard,Yes,Yes,42,Debit Card,Monthly,$536.00,$14.33,$616.00,83,0,282,0.00%,93,0.00%
1653,65,Male,Sweater,Clothing,$35.00,New Mexico,M,Orange,Summer,4,No,Cash,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,$559.00,$297.00,$594.00,77,2,161,1.24%,191,1.05%
1654,31,Male,Belt,Accessories,$93.00,Colorado,L,Silver,Winter,3,No,Venmo,2-Day Shipping,Yes,Yes,29,Debit Card,Bi-Weekly,$89.00,$6.07,$182.00,31,2,339,0.59%,148,1.35%
1655,43,Male,Belt,Accessories,$25.00,Indiana,L,Gray,Spring,2.6,No,Venmo,Store Pickup,Yes,Yes,14,Credit Card,Quarterly,$102.00,$8.47,$127.00,44,2,312,0.64%,32,6.25%
1656,37,Male,Sweater,Clothing,$81.00,Arizona,L,Gold,Spring,3.2,No,Venmo,Next Day Air,Yes,Yes,4,PayPal,Monthly,$91.00,$34.40,$172.00,11,0,244,0.00%,26,0.00%
1657,21,Male,Blouse,Clothing,$42.00,Indiana,L,Brown,Spring,2.6,No,Credit Card,2-Day Shipping,Yes,Yes,41,PayPal,Every 3 Months,$579.00,$14.79,$621.00,83,1,153,0.65%,50,2.00%
1658,69,Male,Skirt,Clothing,$36.00,Indiana,L,Turquoise,Spring,3.2,No,Cash,Store Pickup,Yes,Yes,4,Debit Card,Bi-Weekly,$248.00,$56.80,$284.00,76,0,218,0.00%,58,0.00%
1659,32,Male,Jewelry,Accessories,$66.00,Alaska,S,Pink,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,47,Cash,Weekly,$164.00,$4.79,$230.00,52,1,189,0.53%,127,0.79%
1660,53,Male,Gloves,Accessories,$37.00,Utah,M,Black,Fall,3.9,No,Bank Transfer,Next Day Air,Yes,Yes,44,Venmo,Annually,$437.00,$10.53,$474.00,72,1,173,0.58%,191,0.52%
1661,59,Male,T-shirt,Clothing,$45.00,Louisiana,L,Yellow,Winter,4.1,No,Venmo,Standard,Yes,Yes,37,Venmo,Monthly,$182.00,$5.97,$227.00,87,0,288,0.00%,194,0.00%
1662,64,Male,Gloves,Accessories,$86.00,Iowa,S,Beige,Summer,2.7,No,Credit Card,2-Day Shipping,Yes,Yes,21,Debit Card,Quarterly,$408.00,$22.45,$494.00,69,1,292,0.34%,185,0.54%
1663,63,Male,Sunglasses,Accessories,$24.00,New Mexico,M,Olive,Winter,4.6,No,Debit Card,Free Shipping,Yes,Yes,46,Debit Card,Fortnightly,$155.00,$3.81,$179.00,97,0,205,0.00%,17,0.00%
1664,43,Male,Shirt,Clothing,$22.00,Maine,XL,Gold,Summer,3.5,No,Cash,Standard,Yes,Yes,1,Cash,Bi-Weekly,$466.00,$244.00,$488.00,70,0,244,0.00%,79,0.00%
1665,19,Male,Handbag,Accessories,$53.00,Minnesota,M,Purple,Spring,5,No,PayPal,Next Day Air,Yes,Yes,35,PayPal,Weekly,$524.00,$16.03,$577.00,43,0,254,0.00%,146,0.00%
1666,40,Male,Jacket,Outerwear,$41.00,New Mexico,L,Pink,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,49,Venmo,Monthly,$534.00,$11.50,$575.00,65,2,152,1.32%,162,1.23%
1667,51,Male,Skirt,Clothing,$64.00,Arkansas,M,Blue,Summer,3.1,No,Cash,Store Pickup,Yes,Yes,47,PayPal,Annually,$418.00,$10.04,$482.00,91,1,202,0.50%,145,0.69%
1668,51,Male,Handbag,Accessories,$40.00,Oklahoma,L,Brown,Winter,3.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,24,Bank Transfer,Every 3 Months,$438.00,$19.12,$478.00,43,2,257,0.78%,42,4.76%
1669,66,Male,Blouse,Clothing,$33.00,Utah,L,Charcoal,Summer,4,No,Credit Card,Standard,Yes,Yes,28,Debit Card,Fortnightly,$487.00,$17.93,$520.00,31,1,206,0.49%,142,0.70%
1670,42,Male,T-shirt,Clothing,$59.00,Wisconsin,L,Maroon,Winter,2.7,No,PayPal,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly,$547.00,$26.35,$606.00,82,0,341,0.00%,150,0.00%
1671,22,Male,Pants,Clothing,$73.00,Utah,L,Cyan,Fall,3.6,No,Venmo,Free Shipping,Yes,Yes,20,Cash,Weekly,$337.00,$19.52,$410.00,54,2,342,0.58%,137,1.46%
1672,31,Male,Hoodie,Clothing,$22.00,Utah,M,Olive,Winter,4,No,PayPal,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly,$177.00,$7.65,$199.00,72,1,197,0.51%,181,0.55%
1673,18,Male,Boots,Footwear,$73.00,South Carolina,L,Gold,Fall,3.8,No,Debit Card,Free Shipping,Yes,Yes,15,Venmo,Quarterly,$165.00,$14.88,$238.00,14,0,228,0.00%,71,0.00%
1674,21,Male,Blouse,Clothing,$62.00,Hawaii,M,Violet,Fall,3.4,No,Debit Card,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly,$309.00,$7.42,$371.00,86,2,296,0.68%,21,9.52%
1675,35,Male,Coat,Outerwear,$56.00,Alaska,M,Peach,Winter,3.2,No,PayPal,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly,$317.00,$33.91,$373.00,87,2,199,1.01%,170,1.18%
1676,35,Male,Pants,Clothing,$90.00,Colorado,M,Beige,Spring,4.7,No,Venmo,Next Day Air,Yes,Yes,21,Credit Card,Annually,$265.00,$16.14,$355.00,21,1,151,0.66%,110,0.91%
1677,27,Male,Sunglasses,Accessories,$44.00,West Virginia,M,Cyan,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly,$77.00,$3.46,$121.00,54,0,180,0.00%,35,0.00%
1678,65,Male,Jeans,Clothing,$35.00,Oregon,L,Silver,Summer,3.3,No,PayPal,Next Day Air,No,No,41,Debit Card,Weekly,$172.00,$4.93,$207.00,81,1,250,0.40%,21,4.76%
1679,41,Male,Pants,Clothing,$71.00,Ohio,S,Magenta,Summer,4.8,No,PayPal,2-Day Shipping,No,No,30,Venmo,Fortnightly,$530.00,$19.39,$601.00,69,0,325,0.00%,131,0.00%
1680,60,Male,Dress,Clothing,$52.00,Massachusetts,S,Black,Fall,4.5,No,PayPal,Next Day Air,No,No,24,Debit Card,Bi-Weekly,$397.00,$17.96,$449.00,76,2,178,1.12%,183,1.09%
1681,61,Male,Shoes,Footwear,$37.00,Louisiana,M,Olive,Summer,3.4,No,Credit Card,Store Pickup,No,No,6,Credit Card,Annually,$219.00,$36.57,$256.00,68,2,342,0.58%,184,1.09%
1682,24,Male,Sneakers,Footwear,$95.00,Virginia,L,Green,Winter,3.7,No,Cash,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly,$575.00,$44.67,$670.00,92,0,188,0.00%,76,0.00%
1683,65,Male,Socks,Clothing,$97.00,New York,M,Yellow,Fall,4.9,No,Venmo,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly,$328.00,$11.18,$425.00,25,1,159,0.63%,5,20.00%
1684,23,Male,Coat,Outerwear,$57.00,Arkansas,S,Lavender,Spring,3.5,No,Debit Card,Next Day Air,No,No,37,Venmo,Quarterly,$132.00,$4.97,$189.00,44,0,287,0.00%,5,0.00%
1685,30,Male,Shirt,Clothing,$93.00,New Mexico,M,Indigo,Spring,4.6,No,Cash,Standard,No,No,28,PayPal,Weekly,$386.00,$16.52,$479.00,48,1,168,0.60%,55,1.82%
1686,33,Male,Blouse,Clothing,$48.00,Minnesota,M,Pink,Winter,4.6,No,Venmo,Standard,No,No,43,PayPal,Bi-Weekly,$597.00,$14.66,$645.00,35,1,260,0.38%,65,1.54%
1687,22,Male,Gloves,Accessories,$75.00,Illinois,L,Red,Fall,4.2,No,Credit Card,Store Pickup,No,No,25,Cash,Annually,$462.00,$20.65,$537.00,70,1,300,0.33%,138,0.72%
1688,67,Male,Skirt,Clothing,$70.00,Georgia,S,Magenta,Winter,3.7,No,Venmo,Free Shipping,No,No,4,PayPal,Annually,$184.00,$50.80,$254.00,71,1,253,0.40%,49,2.04%
1689,28,Male,Handbag,Accessories,$26.00,Mississippi,S,Peach,Winter,3,No,Credit Card,Next Day Air,No,No,13,Venmo,Fortnightly,$362.00,$27.71,$388.00,27,2,285,0.70%,90,2.22%
1690,32,Male,Shirt,Clothing,$73.00,North Carolina,L,Turquoise,Winter,4.6,No,Credit Card,Store Pickup,No,No,32,Bank Transfer,Monthly,$111.00,$5.58,$184.00,98,1,332,0.30%,142,0.70%
1691,40,Male,Coat,Outerwear,$30.00,Nevada,M,Black,Summer,3.2,No,Cash,Free Shipping,No,No,1,Cash,Annually,$122.00,$76.00,$152.00,83,1,242,0.41%,187,0.53%
1692,64,Male,Shoes,Footwear,$61.00,Connecticut,L,Blue,Summer,3.5,No,Credit Card,Next Day Air,No,No,4,Cash,Annually,$252.00,$62.60,$313.00,60,2,324,0.62%,37,5.41%
1693,56,Male,Handbag,Accessories,$75.00,Utah,M,Beige,Winter,2.6,No,Debit Card,Standard,No,No,33,Cash,Bi-Weekly,$295.00,$10.88,$370.00,46,0,221,0.00%,41,0.00%
1694,63,Male,Jacket,Outerwear,$88.00,Tennessee,XL,Olive,Fall,4.9,No,Venmo,Standard,No,No,45,Bank Transfer,Fortnightly,$467.00,$12.07,$555.00,43,2,316,0.63%,150,1.33%
1695,20,Male,Shirt,Clothing,$67.00,Mississippi,M,Turquoise,Summer,2.7,No,Credit Card,Express,No,No,20,Debit Card,Fortnightly,$37.00,$4.95,$104.00,95,1,332,0.30%,104,0.96%
1696,54,Male,Hat,Accessories,$95.00,Nebraska,S,Yellow,Fall,4.7,No,Venmo,2-Day Shipping,No,No,1,PayPal,Fortnightly,$578.00,$336.50,$673.00,56,1,328,0.30%,15,6.67%
1697,31,Male,Sunglasses,Accessories,$69.00,West Virginia,S,Turquoise,Spring,4,No,Bank Transfer,Free Shipping,No,No,7,Credit Card,Bi-Weekly,$458.00,$65.88,$527.00,62,0,174,0.00%,152,0.00%
1698,36,Male,Shirt,Clothing,$87.00,South Carolina,L,Lavender,Fall,3.5,No,Venmo,Next Day Air,No,No,48,Credit Card,Every 3 Months,$497.00,$11.92,$584.00,72,0,183,0.00%,79,0.00%
1699,25,Male,Belt,Accessories,$41.00,Iowa,XL,Turquoise,Winter,4.8,No,Credit Card,Standard,No,No,46,Bank Transfer,Quarterly,$304.00,$7.34,$345.00,75,0,323,0.00%,35,0.00%
1700,20,Male,Sweater,Clothing,$67.00,North Dakota,L,Teal,Spring,4,No,Bank Transfer,Free Shipping,No,No,34,Debit Card,Annually,$114.00,$5.17,$181.00,47,1,350,0.29%,67,1.49%
1701,62,Male,Hoodie,Clothing,$70.00,West Virginia,L,Black,Fall,4.1,No,Credit Card,Express,No,No,36,Bank Transfer,Monthly,$266.00,$9.08,$336.00,80,0,286,0.00%,101,0.00%
1702,69,Male,Handbag,Accessories,$41.00,Mississippi,XL,Blue,Winter,3.8,No,PayPal,Next Day Air,No,No,44,Debit Card,Every 3 Months,$548.00,$13.09,$589.00,62,0,236,0.00%,20,0.00%
1703,54,Male,Jeans,Clothing,$83.00,Alabama,XL,Yellow,Summer,5,No,Debit Card,Express,No,No,48,Bank Transfer,Weekly,$247.00,$6.73,$330.00,54,0,305,0.00%,169,0.00%
1704,39,Male,Backpack,Accessories,$22.00,California,M,Black,Spring,4,No,Venmo,Next Day Air,No,No,12,Bank Transfer,Annually,$135.00,$12.08,$157.00,29,0,301,0.00%,150,0.00%
1705,56,Male,Sneakers,Footwear,$20.00,Idaho,M,Lavender,Summer,3.9,No,Bank Transfer,Store Pickup,No,No,19,Cash,Every 3 Months,$220.00,$12.00,$240.00,64,2,186,1.08%,149,1.34%
1706,39,Male,Jewelry,Accessories,$29.00,South Dakota,L,Cyan,Summer,3.4,No,Venmo,2-Day Shipping,No,No,49,Venmo,Bi-Weekly,$127.00,$3.12,$156.00,91,2,324,0.62%,100,2.00%
1707,37,Male,Sunglasses,Accessories,$87.00,North Dakota,M,Brown,Spring,3,No,Credit Card,Standard,No,No,25,Venmo,Fortnightly,$373.00,$17.69,$460.00,70,0,188,0.00%,24,0.00%
1708,25,Male,Shorts,Clothing,$81.00,Nevada,L,Maroon,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,25,Cash,Bi-Weekly,$423.00,$19.38,$504.00,25,2,308,0.65%,149,1.34%
1709,35,Male,Boots,Footwear,$58.00,Florida,L,Cyan,Spring,3.2,No,Bank Transfer,Express,No,No,1,Credit Card,Quarterly,$544.00,$301.00,$602.00,11,1,339,0.29%,160,0.63%
1710,45,Male,Skirt,Clothing,$83.00,Indiana,M,Pink,Winter,3.8,No,Venmo,Standard,No,No,19,Bank Transfer,Annually,$228.00,$15.55,$311.00,78,1,282,0.35%,44,2.27%
1711,19,Male,Pants,Clothing,$59.00,Arkansas,XL,Orange,Fall,3.8,No,Debit Card,Store Pickup,No,No,7,Credit Card,Quarterly,$319.00,$47.25,$378.00,74,1,207,0.48%,149,0.67%
1712,21,Male,T-shirt,Clothing,$93.00,North Carolina,M,Lavender,Spring,4.7,No,Debit Card,Express,No,No,19,Credit Card,Monthly,$439.00,$26.60,$532.00,97,2,295,0.68%,78,2.56%
1713,65,Male,T-shirt,Clothing,$87.00,Illinois,S,Beige,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,9,Cash,Fortnightly,$78.00,$16.50,$165.00,61,0,197,0.00%,44,0.00%
1714,49,Male,Jacket,Outerwear,$22.00,Missouri,M,Pink,Winter,4.6,No,Venmo,Free Shipping,No,No,37,PayPal,Quarterly,$25.00,$1.24,$47.00,55,0,202,0.00%,178,0.00%
1715,30,Male,Jeans,Clothing,$71.00,South Dakota,S,Charcoal,Summer,4.4,No,Bank Transfer,Standard,No,No,15,Cash,Monthly,$76.00,$9.19,$147.00,26,0,267,0.00%,45,0.00%
1716,23,Male,Dress,Clothing,$69.00,Idaho,XL,Gray,Spring,3.4,No,PayPal,2-Day Shipping,No,No,30,PayPal,Bi-Weekly,$478.00,$17.65,$547.00,37,1,310,0.32%,39,2.56%
1717,69,Male,Blouse,Clothing,$47.00,Connecticut,M,Cyan,Winter,4.7,No,Venmo,Standard,No,No,30,Cash,Every 3 Months,$98.00,$4.68,$145.00,22,2,307,0.65%,200,1.00%
1718,29,Male,Hoodie,Clothing,$50.00,Hawaii,L,Orange,Summer,2.9,No,Cash,Express,No,No,16,Debit Card,Bi-Weekly,$412.00,$27.18,$462.00,99,2,232,0.86%,115,1.74%
1719,54,Male,T-shirt,Clothing,$96.00,Maryland,L,Pink,Winter,3.4,No,Cash,2-Day Shipping,No,No,14,PayPal,Every 3 Months,$139.00,$15.67,$235.00,83,2,329,0.61%,32,6.25%
1720,45,Male,Sweater,Clothing,$39.00,Maryland,M,White,Winter,3.2,No,Venmo,Free Shipping,No,No,8,Venmo,Quarterly,$108.00,$16.33,$147.00,21,1,319,0.31%,96,1.04%
1721,25,Male,Shorts,Clothing,$84.00,Massachusetts,S,Beige,Winter,2.8,No,Cash,Express,No,No,40,Debit Card,Bi-Weekly,$222.00,$7.46,$306.00,66,1,346,0.29%,176,0.57%
1722,34,Male,Jewelry,Accessories,$28.00,Delaware,S,Magenta,Spring,4.3,No,Venmo,Free Shipping,No,No,24,Credit Card,Monthly,$430.00,$18.32,$458.00,93,1,285,0.35%,130,0.77%
1723,46,Male,T-shirt,Clothing,$51.00,Massachusetts,L,Violet,Summer,3.3,No,Cash,Standard,No,No,14,Cash,Fortnightly,$26.00,$5.13,$77.00,75,0,280,0.00%,200,0.00%
1724,70,Male,Scarf,Accessories,$20.00,New York,XL,Gold,Spring,3.3,No,Bank Transfer,Standard,No,No,39,PayPal,Annually,$573.00,$14.83,$593.00,63,2,294,0.68%,148,1.35%
1725,42,Male,Shoes,Footwear,$72.00,Delaware,S,Teal,Winter,3.3,No,PayPal,Free Shipping,No,No,21,PayPal,Weekly,$512.00,$26.55,$584.00,64,1,318,0.31%,139,0.72%
1726,45,Male,Sunglasses,Accessories,$33.00,Massachusetts,M,Indigo,Spring,3,No,Cash,Next Day Air,No,No,32,Venmo,Quarterly,$387.00,$12.73,$420.00,54,0,218,0.00%,96,0.00%
1727,57,Male,Coat,Outerwear,$28.00,Indiana,S,Olive,Summer,2.8,No,Credit Card,Express,No,No,45,Debit Card,Weekly,$147.00,$3.80,$175.00,13,1,244,0.41%,170,0.59%
1728,49,Male,Blouse,Clothing,$53.00,Virginia,S,Violet,Spring,4,No,Credit Card,Express,No,No,19,PayPal,Monthly,$300.00,$17.65,$353.00,62,1,248,0.40%,169,0.59%
1729,23,Male,Jeans,Clothing,$48.00,Wyoming,L,Black,Fall,4.3,No,Debit Card,Express,No,No,1,Debit Card,Every 3 Months,$182.00,$115.00,$230.00,75,0,244,0.00%,52,0.00%
1730,47,Male,Shorts,Clothing,$21.00,Illinois,M,Brown,Winter,3.8,No,Venmo,Store Pickup,No,No,12,Venmo,Fortnightly,$552.00,$44.08,$573.00,47,2,195,1.03%,132,1.52%
1731,23,Male,Shirt,Clothing,$22.00,Alabama,S,Silver,Fall,4.2,No,Cash,Free Shipping,No,No,26,Credit Card,Weekly,$575.00,$22.11,$597.00,60,2,248,0.81%,39,5.13%
1732,21,Male,Backpack,Accessories,$87.00,Idaho,M,Gray,Fall,3.1,No,Debit Card,Next Day Air,No,No,12,Cash,Monthly,$573.00,$50.77,$660.00,15,1,152,0.66%,145,0.69%
1733,45,Male,Belt,Accessories,$50.00,Rhode Island,S,Charcoal,Winter,2.6,No,Cash,Free Shipping,No,No,36,Cash,Every 3 Months,$12.00,$1.68,$62.00,19,2,326,0.61%,25,8.00%
1734,67,Male,Blouse,Clothing,$85.00,New York,L,Black,Summer,3.4,No,Bank Transfer,Express,No,No,22,Credit Card,Annually,$267.00,$15.30,$352.00,82,2,195,1.03%,186,1.08%
1735,31,Male,Jeans,Clothing,$98.00,Missouri,L,Brown,Spring,3.1,No,Credit Card,Next Day Air,No,No,16,PayPal,Quarterly,$401.00,$29.35,$499.00,21,1,311,0.32%,65,1.54%
1736,58,Male,Dress,Clothing,$34.00,Texas,M,Purple,Winter,3.6,No,Debit Card,Express,No,No,31,Venmo,Annually,$489.00,$16.34,$523.00,51,0,217,0.00%,125,0.00%
1737,57,Male,Shorts,Clothing,$61.00,Tennessee,M,Purple,Summer,2.6,No,Cash,2-Day Shipping,No,No,43,Cash,Quarterly,$237.00,$6.77,$298.00,29,2,164,1.22%,93,2.15%
1738,42,Male,Jewelry,Accessories,$98.00,Ohio,L,Gray,Summer,4.2,No,Bank Transfer,Store Pickup,No,No,50,Venmo,Bi-Weekly,$293.00,$7.67,$391.00,25,0,301,0.00%,197,0.00%
1739,60,Male,Handbag,Accessories,$61.00,Tennessee,M,Green,Spring,2.9,No,PayPal,2-Day Shipping,No,No,37,Credit Card,Weekly,$359.00,$11.05,$420.00,48,0,286,0.00%,114,0.00%
1740,21,Male,Jewelry,Accessories,$98.00,Minnesota,L,Silver,Winter,4.2,No,Credit Card,Express,No,No,23,Cash,Weekly,$364.00,$19.25,$462.00,66,1,180,0.56%,135,0.74%
1741,69,Male,Pants,Clothing,$21.00,Wisconsin,L,Charcoal,Fall,3.3,No,Cash,Next Day Air,No,No,10,Bank Transfer,Every 3 Months,$456.00,$43.36,$477.00,67,0,341,0.00%,118,0.00%
1742,41,Male,Pants,Clothing,$51.00,Delaware,XL,Teal,Winter,3.6,No,Venmo,Next Day Air,No,No,20,Bank Transfer,Monthly,$291.00,$16.29,$342.00,50,2,331,0.60%,189,1.06%
1743,51,Male,Sandals,Footwear,$80.00,Kansas,XL,White,Spring,4.3,No,Credit Card,Express,No,No,18,Venmo,Every 3 Months,$233.00,$16.47,$313.00,20,2,330,0.61%,17,11.76%
